"subid","site","age","cond","order","q","answer","polite","q_kind"
"anon-100","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-111","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-112","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-115","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-120","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-127","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-134","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-140","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-144","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-162","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-167","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-168","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-170","India","adult","cont","1","trial1_2_play","0","NA","play"
"anon-177","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-179","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-18","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-182","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-185","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-190","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-2","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-203","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-207","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-208","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-21","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-210","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-211","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-31","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-39","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-4","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-44","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-45","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-50","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-57","India","adult","cont","1","trial1_2_play","0","NA","play"
"anon-68","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-70","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-71","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-74","India","adult","cont","1","trial1_2_play","0","NA","play"
"anon-77","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-82","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-84","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-91","India","adult","cont","1","trial1_2_play","1","NA","play"
"anon-95","India","adult","expt","1","trial1_2_play","0","NA","play"
"anon-99","India","adult","expt","1","trial1_2_play","1","NA","play"
"anon-10","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-101","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-104","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-108","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-109","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-11","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-110","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-111","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-113","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-115","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-116","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-119","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-12","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-121","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-124","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-125","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-126","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-130","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-133","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-137","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-138","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-140","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-141","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-142","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-143","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-149","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-15","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-151","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-152","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-155","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-19","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-21","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-22","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-23","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-25","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-26","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-27","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-28","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-29","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-3","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-32","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-4","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-41","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-44","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-45","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-46","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-49","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-51","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-52","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-53","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-56","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-58","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-59","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-6","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-60","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-63","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-64","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-67","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-7","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-72","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-74","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-75","US","adult","expt","1","trial1_2_play","0","NA","play"
"anon-78","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-8","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-80","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-82","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-83","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-84","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-89","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-9","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-94","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-95","US","adult","expt","1","trial1_2_play","1","NA","play"
"anon-97","US","adult","cont","1","trial1_2_play","1","NA","play"
"anon-100","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-111","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-112","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-115","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-120","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-127","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-134","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-140","India","adult","cont","1","trial3_4_play","1","NA","play"
"anon-144","India","adult","cont","1","trial3_4_play","1","NA","play"
"anon-162","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-167","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-168","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-170","India","adult","cont","1","trial3_4_play","0","NA","play"
"anon-177","India","adult","cont","1","trial3_4_play","1","NA","play"
"anon-179","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-18","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-182","India","adult","cont","1","trial3_4_play","0","NA","play"
"anon-185","India","adult","cont","1","trial3_4_play","1","NA","play"
"anon-190","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-2","India","adult","cont","1","trial3_4_play","1","NA","play"
"anon-203","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-207","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-208","India","adult","cont","1","trial3_4_play","0","NA","play"
"anon-21","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-210","India","adult","cont","1","trial3_4_play","1","NA","play"
"anon-211","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-31","India","adult","cont","1","trial3_4_play","0","NA","play"
"anon-39","India","adult","cont","1","trial3_4_play","0","NA","play"
"anon-4","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-44","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-45","India","adult","cont","1","trial3_4_play","1","NA","play"
"anon-50","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-57","India","adult","cont","1","trial3_4_play","1","NA","play"
"anon-68","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-70","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-71","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-74","India","adult","cont","1","trial3_4_play","0","NA","play"
"anon-77","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-82","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-84","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-91","India","adult","cont","1","trial3_4_play","0","NA","play"
"anon-95","India","adult","expt","1","trial3_4_play","0","NA","play"
"anon-99","India","adult","expt","1","trial3_4_play","1","NA","play"
"anon-10","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-101","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-104","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-108","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-109","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-11","US","adult","cont","1","trial3_4_play","0","NA","play"
"anon-110","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-111","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-113","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-115","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-116","US","adult","cont","1","trial3_4_play","0","NA","play"
"anon-119","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-12","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-121","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-124","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-125","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-126","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-130","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-133","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-137","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-138","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-140","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-141","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-142","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-143","US","adult","cont","1","trial3_4_play","0","NA","play"
"anon-149","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-15","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-151","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-152","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-155","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-19","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-21","US","adult","cont","1","trial3_4_play","0","NA","play"
"anon-22","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-23","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-25","US","adult","cont","1","trial3_4_play","0","NA","play"
"anon-26","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-27","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-28","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-29","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-3","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-32","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-4","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-41","US","adult","cont","1","trial3_4_play","0","NA","play"
"anon-44","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-45","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-46","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-49","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-51","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-52","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-53","US","adult","cont","1","trial3_4_play","0","NA","play"
"anon-56","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-58","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-59","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-6","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-60","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-63","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-64","US","adult","cont","1","trial3_4_play","0","NA","play"
"anon-67","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-7","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-72","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-74","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-75","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-78","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-8","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-80","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-82","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-83","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-84","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-89","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-9","US","adult","expt","1","trial3_4_play","1","NA","play"
"anon-94","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-95","US","adult","expt","1","trial3_4_play","0","NA","play"
"anon-97","US","adult","cont","1","trial3_4_play","1","NA","play"
"anon-100","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-111","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-112","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-115","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-120","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-127","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-134","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-140","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-144","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-162","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-167","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-168","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-170","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-177","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-179","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-18","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-182","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-185","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-190","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-2","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-203","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-207","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-208","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-21","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-210","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-211","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-31","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-39","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-4","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-44","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-45","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-50","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-57","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-68","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-70","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-71","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-74","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-77","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-82","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-84","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-91","India","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-95","India","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-99","India","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-10","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-101","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-104","US","adult","cont","1","trial1_nice","0","honest","niceness"
"anon-108","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-109","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-11","US","adult","cont","1","trial1_nice","0","honest","niceness"
"anon-110","US","adult","cont","1","trial1_nice","0","honest","niceness"
"anon-111","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-113","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-115","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-116","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-119","US","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-12","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-121","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-124","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-125","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-126","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-130","US","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-133","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-137","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-138","US","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-140","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-141","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-142","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-143","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-149","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-15","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-151","US","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-152","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-155","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-19","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-21","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-22","US","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-23","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-25","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-26","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-27","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-28","US","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-29","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-3","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-32","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-4","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-41","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-44","US","adult","cont","1","trial1_nice","0","honest","niceness"
"anon-45","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-46","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-49","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-51","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-52","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-53","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-56","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-58","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-59","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-6","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-60","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-63","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-64","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-67","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-7","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-72","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-74","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-75","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-78","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-8","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-80","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-82","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-83","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-84","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-89","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-9","US","adult","expt","1","trial1_nice","0","honest","niceness"
"anon-94","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-95","US","adult","expt","1","trial1_nice","1","honest","niceness"
"anon-97","US","adult","cont","1","trial1_nice","1","honest","niceness"
"anon-100","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-111","India","adult","expt","1","trial2_nice","0","polite","niceness"
"anon-112","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-115","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-120","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-127","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-134","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-140","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-144","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-162","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-167","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-168","India","adult","expt","1","trial2_nice","0","polite","niceness"
"anon-170","India","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-177","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-179","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-18","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-182","India","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-185","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-190","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-2","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-203","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-207","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-208","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-21","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-210","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-211","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-31","India","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-39","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-4","India","adult","expt","1","trial2_nice","0","polite","niceness"
"anon-44","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-45","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-50","India","adult","expt","1","trial2_nice","0","polite","niceness"
"anon-57","India","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-68","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-70","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-71","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-74","India","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-77","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-82","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-84","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-91","India","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-95","India","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-99","India","adult","expt","1","trial2_nice","0","polite","niceness"
"anon-10","US","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-101","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-104","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-108","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-109","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-11","US","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-110","US","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-111","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-113","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-115","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-116","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-119","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-12","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-121","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-124","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-125","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-126","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-130","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-133","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-137","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-138","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-140","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-141","US","adult","expt","1","trial2_nice","0","polite","niceness"
"anon-142","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-143","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-149","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-15","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-151","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-152","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-155","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-19","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-21","US","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-22","US","adult","expt","1","trial2_nice","0","polite","niceness"
"anon-23","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-25","US","adult","cont","1","trial2_nice","1","polite","niceness"
"anon-26","US","adult","expt","1","trial2_nice","0","polite","niceness"
"anon-27","US","adult","cont","1","trial2_nice","0","polite","niceness"
"anon-28","US","adult","expt","1","trial2_nice","1","polite","niceness"
"anon-29","US","adult","expt","1","trial2_nice","0","polite","niceness"
